ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,14213c01_12_edna_1,14213c01_12_edna_2,14213c01_12_edna_3,22013c01_12_edna_1,22013c01_12_edna_2,22013c01_12_edna_3,CN13Dc01_12_edna_1,CN13Dc01_12_edna_2,CN13Dc01_12_edna_3,05114c01_12_edna_1,05114c01_12_edna_2,05114c01_12_edna_3,14714c01_12_edna_1,14714c01_12_edna_2,14714c01_12_edna_3,19114c01_12_edna_1,19114c01_12_edna_2,19114c01_12_edna_3,30214c01_12_edna_1,30214c01_12_edna_2,30214c01_12_edna_3,32414c01_12_edna_1,32414c01_12_edna_2,32414c01_12_edna_3,12015c01_12_edna_1,12015c01_12_edna_2,12015c01_12_edna_3,18815c01_12_edna_1,18815c01_12_edna_2,18815c01_12_edna_3,EB_20161116,pcrblank_1,28215c01_12_edna_1,28215c01_12_edna_2,28215c01_12_edna_3,34915c01_12_edna_1,34915c01_12_edna_2,34915c01_12_edna_3,11216c01_12_edna_1,11216c01_12_edna_2,11216c01_12_edna_3,24416c01_12_edna_1,24416c01_12_2,24416c01_12_edna_3,CANON16c14_12_edna_1,CANON16c14_12_edna_2,CANON16c14_12_edna_3,34916c01_12_edna_1,34916c01_12_edna_2,34916c01_12_edna_3,JD10706C1_0m_1,JD10706C1_0m_2,JD10706C1_0m_3,JD15806C1_0m_1,JD15806C1_0m_2,JD15806C1_0m_3,JD27006C1_0m_1,JD27006C1_0m_2,JD27006C1_0m_3,JD33306C1_0m_1,JD33306C1_0m_2,JD33306C1_0m_3,pcrblank2,EB_20161121,EB_20161228,EB_20170117,pcrblank3,CB_CANON160925_1,CB_CANON160925_2,CB_CANON160925_3,ArtComm2
ASV_65,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,0,1,0,0,0,0,2,0,0,0,14,37,3,0,0,0,0,0,1,0,5,5,4,8,0,0,0,0,0,1,0,0,19,3,10,0,2,3,2,0,2,104,71,78,2,10,5,0,0,0,3809,4465,3955,166,161,296,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_66,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,0,0,0,24,23,41,4,2,4,2,0,4,2,0,2,32,13,12,17,10,17,9,22,11,5,0,1,70,106,61,0,0,752,691,641,14,65,54,21,35,29,340,259,250,129,115,140,7,0,2,4,6,3,2201,1842,3278,602,419,513,5,7,12,0,0,1,0,0,0,0,0,0
ASV_67,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,g_,s_,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1676,5455,5688,0,0,0,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ASV_68,Eukaryota,Cryptophyta,unassigned,unassigned,unassigned,unassigned,unassigned,0,16,5,80,80,146,21,0,13,60,70,105,3,2,0,118,52,86,919,900,1090,820,1074,1374,29,16,23,354,531,303,20,0,274,352,241,148,372,329,33,37,48,495,258,320,127,156,152,187,0,150,7,23,15,55,60,85,8,9,22,108,138,130,0,0,4,26,0,131,0,0,0
ASV_69,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,unassigned,101,127,75,2,5,0,1,0,0,2535,3108,4580,12,24,27,0,0,0,7,8,19,1,0,2,26,25,39,0,0,1,0,0,0,0,0,30,74,82,405,330,507,9,6,4,3,5,2,226,0,133,7,1,0,0,0,0,1,0,0,2,0,2,0,0,29,0,0,0,0,0,0
ASV_70,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus,370,533,353,26,27,65,1,0,2,450,435,556,6,5,7,0,0,0,192,252,267,317,392,587,16,19,40,7,8,4,0,0,693,681,558,128,313,370,25,18,26,1913,1049,1386,49,45,62,2,0,0,4,8,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ASV_71,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,g_,s_,0,0,0,287,285,493,438,108,386,320,317,408,10,14,13,145,78,78,1,1,8,287,273,433,41,36,33,891,1305,977,0,0,29,21,33,5,9,7,0,1,1,1516,1052,963,23,46,46,56,0,46,0,1,0,1,0,2,0,0,3,191,143,212,0,0,0,0,0,147,0,0,0
ASV_72,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,149,164,94,186,238,421,78,26,58,13,19,49,403,476,649,1101,606,814,2,2,1,137,220,218,718,540,664,769,912,738,0,0,8,8,8,1,5,8,374,277,325,159,124,142,8,3,11,2,0,11,1,0,0,2,2,8,6,9,4,2,3,7,0,0,21,0,0,0,0,0,1
ASV_73,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned,601,706,468,272,381,620,40,10,20,946,1194,1351,64,79,122,74,46,64,38,43,38,50,48,69,717,552,652,116,144,94,0,0,27,22,22,14,46,57,47,42,64,313,149,217,76,91,87,70,0,23,6,0,9,1,0,0,1,1,2,239,233,288,0,0,0,0,0,0,0,0,1
ASV_74,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_,0,0,0,0,0,1,0,0,0,0,0,0,1339,1473,1960,292,161,251,0,1,0,1,1,0,1777,1371,1587,33,41,19,0,0,0,0,1,0,2,0,0,0,1,460,290,260,69,78,100,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_75,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned,0,0,0,0,3,3,0,0,0,0,0,1,1925,2370,3679,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3535
ASV_76,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,unassigned,6,16,11,476,555,1038,234,59,146,179,131,271,110,140,208,191,94,178,4,8,12,71,82,99,941,725,839,89,148,86,0,0,183,147,139,11,15,32,601,505,645,332,201,238,149,149,199,14,0,15,0,0,0,1,2,4,0,1,3,207,210,247,0,0,44,0,0,0,0,0,0
ASV_77,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned,26,40,15,0,0,1,0,0,0,3176,3547,4568,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,1,0,1,2,0,3,5,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
ASV_78,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,0,0,78,53,122,1358,384,961,3,6,6,1,2,3,107,55,89,236,224,237,422,383,609,53,57,42,164,198,164,0,0,414,395,357,32,104,79,21,19,21,340,207,265,392,356,379,177,0,108,0,0,0,0,0,0,0,2,4,532,513,576,0,0,5,0,0,0,0,0,1
ASV_79,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,0,1,0,163,188,325,0,3,5,0,0,0,132,141,152,2031,1083,1479,0,0,1,1,0,0,419,364,381,26,33,15,0,0,452,397,410,37,114,112,191,191,246,495,353,318,141,139,159,2,0,0,0,0,0,1,0,0,0,0,3,36,34,36,0,0,25,0,0,0,0,0,0
ASV_80,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,1,0,0,0,0,0,866,202,851,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1866,1552,1402,1,1,1,0,0,0,1223,869,968,1,0,2,257,0,129,0,1,0,0,0,0,0,0,0,216,164,236,0,0,0,0,0,0,0,0,0
ASV_81,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,53,58,94,217,268,422,70,5,26,19,23,23,2,2,1,59,26,37,247,258,365,103,131,109,45,43,50,1189,1658,991,0,0,61,74,54,108,341,321,25,17,37,243,171,226,222,229,265,30,0,14,52,50,64,317,277,486,42,14,39,102,96,137,0,0,1,0,0,67,0,0,0
ASV_82,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia flaccida,24,11,5,121,161,284,1,0,0,4,12,10,58,46,128,201,87,141,0,0,0,2,2,10,174,122,158,19,32,15,0,0,3,6,0,0,1,1,2554,2473,3395,5,13,11,0,1,4,0,0,0,23,23,42,0,2,0,1,0,0,18,15,23,0,0,170,0,0,154,0,0,0
ASV_83,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,s_,0,0,0,31,49,47,1439,448,1126,0,0,0,7,14,12,41,23,35,361,430,474,847,997,1281,17,15,16,22,19,26,0,0,70,51,34,22,52,77,11,5,4,73,84,64,98,90,116,31,0,26,0,0,0,0,0,0,3,0,0,629,629,656,0,0,0,0,0,0,0,0,2
ASV_84,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,8,0,4,123,175,292,13,5,8,13,13,23,3,10,15,62,24,42,129,120,138,406,511,636,34,40,19,166,219,127,0,0,180,162,163,118,372,498,108,66,98,726,451,470,877,840,910,83,0,45,111,118,108,36,50,56,67,60,47,116,124,132,0,0,11,0,0,0,0,0,0
ASV_85,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned,0,0,0,31,55,84,61,13,63,28,32,51,4,11,2,3,8,0,32,41,60,527,310,572,2,1,5,42,36,17,0,0,188,119,137,39,84,87,40,41,66,2028,1522,1361,635,690,812,25,0,22,3,12,6,1,0,0,20,24,16,50,55,59,0,0,1,0,0,0,0,0,0
ASV_86,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,unassigned,unassigned,0,0,1,0,0,0,0,0,0,0,0,1,859,749,1219,2147,1804,1983,0,2,0,0,0,0,23,27,20,53,85,63,0,0,98,126,80,0,0,0,139,139,181,0,0,0,1,1,2,0,0,0,4,12,8,1,0,0,79,68,63,2,5,4,0,0,30,0,0,1,13,8,67
ASV_87,Eukaryota,Annelida,Polychaeta,Echiuroidea,Echiuridae,unassigned,unassigned,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3157,2951,3753,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,1,0,0,1
ASV_88,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila,0,0,2,11,20,37,12,7,5,32,36,66,0,0,0,1,1,2,668,732,721,795,968,1395,0,0,0,1,0,0,0,0,451,527,408,125,311,262,0,0,1,671,345,519,140,104,137,38,0,30,15,18,10,0,2,0,8,13,20,74,64,45,0,0,0,0,0,120,0,0,0
ASV_89,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,0,0,0,1779,1985,3473,2,1,0,0,0,0,70,84,158,0,0,0,259,361,280,111,59,136,16,31,13,18,8,16,0,0,186,133,142,10,61,74,0,0,3,142,85,68,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,17,31,22,0,0,0,0,0,0,0,0,1
ASV_90,Eukaryota,Arthropoda,Malacostraca,Decapoda,Polychelidae,Pentacheles,Pentacheles laevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749
ASV_91,Eukaryota,unknown,Haptophyta,Isochrysidales,Noelaerhabdaceae,unassigned,unassigned,112,101,44,22,26,46,8,7,0,587,797,963,0,1,0,4,2,3,285,284,324,293,396,628,1,1,3,199,282,167,0,0,624,701,541,47,142,124,8,1,10,731,327,442,81,75,115,34,0,34,0,0,0,0,0,1,4,0,3,35,32,26,0,0,1,0,0,0,0,0,0
ASV_92,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,1575,1930,1495,19,8,15,1,0,3,7,11,1,4,2,4,0,0,0,8,8,2,15,13,24,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,5,5,10,9,5,1,0,0,1357,1447,1389,76,49,107,53,26,28,0,1,0,0,0,0,0,0,0,0,0,0
ASV_93,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,unassigned,109,151,78,110,163,188,970,344,776,1112,1154,1909,10,14,19,51,21,30,67,79,71,121,145,155,83,73,93,62,119,63,0,0,34,43,45,3,11,5,157,131,174,152,124,147,53,71,73,18,0,14,16,18,5,3,4,2,5,1,0,7,0,8,0,0,2,0,0,0,0,0,0
ASV_94,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a,36,51,7,250,287,519,6,6,1,4,4,10,12,17,27,35,18,24,106,126,187,582,486,735,2,1,3,539,514,456,0,0,247,171,217,79,223,227,67,63,50,657,539,551,209,214,249,46,0,41,5,6,9,1,2,4,44,38,57,187,145,195,0,0,3,0,0,0,0,0,0
ASV_95,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo,0,5,0,0,0,3,191,49,171,23,24,11,0,2,4,0,0,2,293,268,290,309,310,552,4,1,4,91,137,106,0,0,293,247,242,4,4,3,1614,1192,1666,254,152,161,9,6,9,146,0,101,1,0,1,1,1,6,0,1,1,110,112,152,0,0,95,0,0,0,0,108,0
ASV_96,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata,8,1,1,10,40,66,207,46,146,60,51,103,0,1,0,0,1,9,52,53,59,448,584,574,3,1,1,3,1,1,0,0,11,2,4,9,18,19,15,27,21,1335,778,915,179,142,191,28,0,21,802,871,845,116,107,166,0,0,0,107,84,103,0,0,1,0,0,0,0,0,0
ASV_97,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis,0,0,0,91,105,176,2467,821,1745,93,121,174,27,29,55,39,25,24,72,88,88,47,63,67,11,7,6,173,216,149,0,0,11,4,7,11,31,54,109,108,107,279,175,203,188,156,187,198,0,131,0,1,0,1,2,9,1,0,1,108,176,131,0,0,4,0,0,0,0,0,0
ASV_98,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta megalophthalma,0,0,0,0,0,0,1,0,1,0,0,1,63,55,104,0,0,0,0,1,0,0,1,0,35,25,41,490,639,361,0,0,156,219,149,6,8,13,231,221,251,1211,677,838,1138,1034,1254,2,0,2,0,0,0,1,0,1,0,0,0,1,2,1,0,0,7,0,0,0,0,72,0
ASV_99,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,1,725,778,1539,1,0,0,0,0,0,0,0,1,451,205,320,0,0,0,0,0,1,8,3,10,585,761,429,0,0,1143,1065,878,1,0,1,0,0,1,2,1,1,2,0,0,221,0,139,0,1,0,0,0,0,5,9,16,1,0,0,0,0,0,0,0,0,0,0,0
ASV_100,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,0,64,66,121,65,24,62,0,0,0,1,6,3,5,5,0,99,114,92,32,33,29,28,24,12,110,172,103,0,0,203,226,179,14,52,72,33,36,48,77,40,61,2358,2024,2145,29,0,16,0,5,0,0,0,0,0,0,0,18,19,25,0,0,0,0,0,0,0,0,0
ASV_101,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,8,20,28,41,53,102,21,12,15,5,5,37,9,12,18,156,78,92,21,21,28,98,78,104,110,78,81,1037,1477,1043,0,0,41,38,26,47,89,156,52,50,78,407,254,254,506,532,576,281,0,171,2,2,9,2,3,5,14,10,6,154,123,158,0,0,1,0,0,0,0,0,0
ASV_102,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned,3,26,2,74,61,191,128,45,86,140,191,328,19,32,33,74,47,55,14,9,34,333,332,391,141,116,108,126,165,120,0,0,393,358,288,5,36,25,834,694,944,369,273,234,15,25,31,191,0,107,0,0,0,5,4,6,1,4,1,140,145,200,0,0,68,0,0,0,0,0,0
ASV_103,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,unassigned,0,1,1,0,0,0,0,0,0,2132,2464,2966,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1219
ASV_104,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2075,2140,3179,7,7,11,0,0,0,0,0,106,77,67,0,0,1,0,1,0,48,32,35,7,10,5,18,0,12,0,0,1,0,1,0,0,0,0,292,257,331,0,0,0,0,0,0,0,0,0
ASV_105,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,0,0,0,2170,2311,3315,24,10,30,70,64,149,24,33,59,87,51,72,0,0,0,1,0,0,24,16,23,4,11,3,0,0,0,0,0,0,0,1,47,41,35,1,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0
ASV_106,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium caudispina,9,10,11,1,0,0,43,4,23,116,76,162,22,37,50,9,4,3,0,2,3,225,139,266,169,104,107,31,10,13,0,0,0,1,0,6,11,8,2,8,6,149,166,120,557,566,657,155,0,98,1065,1440,1076,2,10,7,133,100,103,169,135,224,0,0,0,0,0,0,0,0,0
ASV_107,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned,267,350,189,0,0,1,50,14,26,0,0,0,21,21,32,2727,1266,2003,1,2,0,0,0,0,4,15,15,374,527,295,0,0,0,2,0,0,0,0,1,1,2,23,4,10,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_108,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1415,0,0,1,0,0,0,4,1,0,42,43,33,2,2,8,0,1,0,269,283,310,347,312,476,356,275,409,7,12,1,0,0,11,21,8,114,354,322,1287,1092,1470,48,46,18,34,35,43,8,0,4,6,12,5,5,9,11,0,0,5,7,10,11,0,0,45,0,0,0,0,0,0
ASV_109,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,1361,1231,1164,704,698,1225,0,0,0,3,0,0,175,202,268,261,147,215,0,0,1,6,2,2,178,137,156,0,0,0,0,0,0,0,0,0,0,0,13,11,19,0,0,1,0,1,2,0,0,0,0,1,0,0,2,2,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0
ASV_110,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned,0,0,0,0,1,5,5,0,3,40,27,55,0,0,0,5,0,2,352,430,470,495,531,753,0,0,0,1,0,1,0,0,709,783,603,9,28,37,2,0,0,1129,721,803,31,37,33,30,0,20,2,2,1,0,0,0,0,3,0,8,7,8,0,0,0,0,0,0,0,0,0
ASV_111,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium litoralis,0,0,0,18,21,31,90,8,74,0,0,0,29,34,44,185,126,137,0,0,0,3,5,4,31,41,36,462,597,488,0,0,141,129,93,0,0,1,120,99,110,1612,1012,1133,243,165,218,7,0,1,0,0,1,0,0,1,0,0,3,180,174,168,0,0,11,0,0,0,0,0,0
ASV_112,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis,0,0,0,66,54,147,2920,959,2158,0,0,0,40,56,61,21,19,10,61,51,60,18,16,31,2,4,5,40,51,22,0,0,2,1,0,0,1,0,3,3,5,242,156,177,162,125,164,28,0,12,0,0,0,6,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_113,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned,3,10,10,15,21,56,8,3,8,4,6,8,0,1,0,33,18,28,7,19,25,416,367,473,4,1,2,134,219,179,0,0,4,0,1,38,110,98,66,26,63,1571,958,1015,130,128,160,221,0,168,88,122,108,38,21,42,177,92,133,92,86,86,0,0,8,0,0,0,0,0,0
ASV_114,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,7,0,46,61,102,32,15,22,3,7,7,0,0,0,50,21,31,31,26,58,31,44,23,35,30,40,915,1281,772,0,0,10,3,15,0,1,0,73,77,112,1521,971,1006,20,11,21,115,0,57,5,5,2,10,2,12,13,1,3,34,51,53,0,0,2,0,0,0,0,0,0
ASV_115,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,2,0,0,8,21,28,2,1,0,27,28,58,0,0,0,0,0,1,485,492,606,618,691,1008,0,0,0,16,13,15,0,0,468,535,452,170,410,480,13,5,5,75,38,55,19,13,4,11,0,6,22,21,30,15,16,29,330,242,284,2,14,1,0,0,0,0,0,0,0,0,2
ASV_116,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros cinctus,31,29,20,8,8,23,1,0,2,57,51,100,21,17,19,2,0,0,0,0,0,1,0,0,79,46,76,0,0,1,0,0,2,0,0,1,1,3,215,150,171,3,0,0,6,6,1,0,0,0,2,3,3,1875,1614,2910,0,1,4,0,3,0,0,0,12,0,0,0,0,0,0
ASV_117,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_,0,8,6,47,57,71,0,0,0,0,2,7,0,1,0,29,9,19,21,50,39,207,270,302,0,0,1,16,23,6,0,0,131,112,117,10,9,10,2,1,5,276,172,185,1648,1596,1876,24,0,11,0,0,0,0,0,0,0,0,0,29,20,35,0,0,0,0,0,1,0,0,0
ASV_118,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,1,22,1,8,1,0,0,152,162,215,386,213,294,0,1,0,3,0,2,714,584,728,23,38,14,0,0,3,3,2,0,2,0,1362,1021,1350,2,3,3,2,2,0,3,0,0,0,1,0,5,9,9,0,0,0,3,3,2,0,0,88,0,0,0,0,0,0
ASV_119,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,unassigned,12,13,11,216,240,364,0,0,0,29,41,34,3,2,7,70,41,49,108,87,101,900,903,1415,1,0,5,107,123,94,0,0,13,2,15,18,80,107,37,33,44,302,209,177,138,122,133,250,0,121,36,51,43,4,0,0,0,0,0,120,91,125,0,0,2,0,0,0,0,0,2
ASV_120,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_,3,3,0,93,113,211,14,5,8,34,23,10,0,0,4,10,16,6,208,281,309,328,353,540,1,1,0,64,66,53,0,0,435,435,376,39,143,107,4,3,7,885,564,641,144,172,184,26,0,9,25,24,36,0,2,2,3,0,0,60,47,67,0,0,0,0,0,0,0,0,1
ASV_121,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,959,2758,2753,0,1,0,273,199,204,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
ASV_122,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,10,25,10,39,51,76,7,0,6,30,37,29,2,1,1,22,14,15,59,46,45,201,135,262,7,9,5,197,288,174,0,0,431,576,344,24,69,47,2,5,6,649,319,430,710,666,859,31,0,14,0,0,0,0,1,0,3,0,0,40,22,56,0,0,4,0,0,0,0,0,0
ASV_123,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus,134,202,147,258,328,620,72,18,54,498,587,753,30,44,102,20,19,17,8,6,9,53,72,104,45,49,58,715,1049,548,0,0,1,4,1,15,26,34,77,53,59,31,18,22,3,3,5,16,0,16,0,1,1,0,1,4,0,0,0,8,11,12,0,0,1,0,0,0,0,0,0
ASV_124,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,s_,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1383,1830,1890,0,0,0,44,37,46,98,146,87,0,0,351,299,330,0,0,0,0,0,0,0,0,0,174,115,172,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_125,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_,0,0,0,26,15,62,28,10,8,1,3,1,0,1,0,4,2,7,131,166,217,468,494,562,1,0,0,1,3,6,0,0,955,1064,813,0,0,0,11,10,14,319,137,198,312,291,319,106,0,59,0,1,2,0,0,0,0,0,0,17,28,38,0,0,1,0,0,0,0,0,0
ASV_126,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium leonis,0,1,0,778,1021,1370,0,0,0,0,0,1,273,367,533,37,29,43,1,0,0,0,1,0,218,191,175,14,18,16,0,0,1,0,0,0,8,5,405,370,516,86,61,58,1,1,0,1,0,0,1,0,0,1,7,2,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0
ASV_127,Eukaryota,Echinodermata,Echinoidea,unassigned,unassigned,unassigned,unassigned,25,15,26,1,7,3,0,0,0,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,2,1,0,1843,2767,1886,0,0,0,2,0,0,2,1,1,0,0,0,1,0,2,0,2,0,0,1,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
ASV_128,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,297,372,299,0,0,0,0,0,0,1068,1117,1751,0,0,0,0,0,0,35,37,34,110,110,140,0,1,1,0,0,2,0,0,266,203,192,76,195,203,0,2,5,7,9,2,2,8,7,0,0,0,10,14,6,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_129,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,unassigned,unassigned,unassigned,0,8,9,2,4,9,0,1,0,0,0,0,1145,1272,1883,4,1,6,1,0,5,0,8,0,10,8,7,48,91,40,0,0,3,7,3,26,44,49,508,508,611,1,4,2,10,14,11,2,0,1,0,0,1,2,2,5,43,40,32,1,0,0,0,0,27,0,0,0,0,0,2
ASV_130,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,12,4,6,0,0,0,1,0,1,463,200,383,0,0,0,269,237,408,14,4,1,275,379,260,0,0,129,133,90,135,508,480,79,77,69,504,268,329,72,92,75,130,0,105,0,0,0,6,0,4,42,18,25,62,69,79,0,0,2,0,0,0,0,0,0
